URN	Rights	Caption
urn:cite:hmt:chsimg.U4184VN-0372	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 184, verso.
urn:cite:hmt:chsimg.U4185RN-0373	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 185, recto.
urn:cite:hmt:chsimg.U4185VN-0374	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 185, verso.
urn:cite:hmt:chsimg.U4186RN-0375	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 186, recto.
urn:cite:hmt:chsimg.U4186VN-0376	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 186, verso.
urn:cite:hmt:chsimg.U4187RN-0377	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 187, recto.
urn:cite:hmt:chsimg.U4187VN-0378	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 187, verso.
urn:cite:hmt:chsimg.U4188RN-0379	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 188, recto.
urn:cite:hmt:chsimg.U4188VN-0380	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 188, verso.
urn:cite:hmt:chsimg.U4189RN-0381	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 189, recto.
urn:cite:hmt:chsimg.U4189VN-0383	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 189, verso.
urn:cite:hmt:chsimg.U4189VUV-0382	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 189, verso.
urn:cite:hmt:chsimg.U4190RN-0385	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 190, recto.
urn:cite:hmt:chsimg.U4190RUV-0384	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 190, recto.
urn:cite:hmt:chsimg.U4190VN-0385	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 190, verso.
urn:cite:hmt:chsimg.U4191RN-0387	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191, recto.
urn:cite:hmt:chsimg.U4191RNR-0386	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191, recto.
urn:cite:hmt:chsimg.U4191VN-0390	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191, verso.
urn:cite:hmt:chsimg.U4191VUV-0388	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191, verso.
urn:cite:hmt:chsimg.U4191VUV-0389	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 191, verso.
urn:cite:hmt:chsimg.U4192RN-0392	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 192, recto.
urn:cite:hmt:chsimg.U4192RUV-0391	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 192, recto.
urn:cite:hmt:chsimg.U4192VN-0393	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 192, verso.
urn:cite:hmt:chsimg.U4193RN-0395	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 193, recto.
urn:cite:hmt:chsimg.U4193RUV-0394	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 193, recto.
urn:cite:hmt:chsimg.U4193VN-0396	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 193, verso.
urn:cite:hmt:chsimg.U4194RN-0398	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194, recto.
urn:cite:hmt:chsimg.U4194RUV-0397	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194, recto.
urn:cite:hmt:chsimg.U4194VN-0400	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194, verso.
urn:cite:hmt:chsimg.U4194VUV-0399	This image was derived from an original ©2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is ©2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	U4 (Allen): Marcianus Graecus Z. 458 (= 841), folio 194, verso.
urn:cite:hmt:chsimg.VA082RN-0083	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 82, recto.
urn:cite:hmt:chsimg.VA083RN-0084	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 83, recto.
urn:cite:hmt:chsimg.VA084RN-0085	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 84, recto.
urn:cite:hmt:chsimg.VA085RN-0086	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 85, recto.
urn:cite:hmt:chsimg.VA086RN-0087	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 86, recto.
urn:cite:hmt:chsimg.VA087RN-0088	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 87, recto.
urn:cite:hmt:chsimg.VA088RN-0089	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 88, recto.
urn:cite:hmt:chsimg.VA089RN-0090	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 89, recto.
urn:cite:hmt:chsimg.VA090RN-0091	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 90, recto.
urn:cite:hmt:chsimg.VA091RN-0092	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 91, recto.
urn:cite:hmt:chsimg.VA092RN-0093	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 92, recto.
urn:cite:hmt:chsimg.VA093RN-0094	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 93, recto.
urn:cite:hmt:chsimg.VA094RN-0095	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 94, recto.
urn:cite:hmt:chsimg.VA095RN-0096	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 95, recto.
urn:cite:hmt:chsimg.VA096RN-0097	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 96, recto.
urn:cite:hmt:chsimg.VA097RN-0098	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 97, recto.
urn:cite:hmt:chsimg.VA098RN-0099	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 98, recto.
urn:cite:hmt:chsimg.VA099RN-0100	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 99, recto.
urn:cite:hmt:chsimg.VA100RN-0101	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 100, recto.
urn:cite:hmt:chsimg.VA101RN-0102	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 101, recto.
urn:cite:hmt:chsimg.VA102RN-0103	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 102, recto.
urn:cite:hmt:chsimg.VA103RN-0104	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 103, recto.
urn:cite:hmt:chsimg.VA104RN-0105	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 104, recto.
urn:cite:hmt:chsimg.VA105RN-0106	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 105, recto.
urn:cite:hmt:chsimg.VA106RN-0107	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 106, recto.
urn:cite:hmt:chsimg.VA107RN-0108	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 107, recto.
urn:cite:hmt:chsimg.VA108RN-0109	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 108, recto.
urn:cite:hmt:chsimg.VA109RN-0110	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 109, recto.
urn:cite:hmt:chsimg.VA110RN-0111	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 110, recto.
urn:cite:hmt:chsimg.VA111RN-0112	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 111, recto.
urn:cite:hmt:chsimg.VA112RN-0113	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 112, recto.
urn:cite:hmt:chsimg.VA113RN-0114	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 113, recto.
urn:cite:hmt:chsimg.VA114RN-0115	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 114, recto.
urn:cite:hmt:chsimg.VA115RN-0116	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 115, recto.
urn:cite:hmt:chsimg.VA116RN-0117	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 116, recto.
urn:cite:hmt:chsimg.VA117RN-0118	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 117, recto.
urn:cite:hmt:chsimg.VA118RN-0119	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 118, recto.
urn:cite:hmt:chsimg.VA119RN-0120	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 119, recto.
urn:cite:hmt:chsimg.VA120RN-0121	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 120, recto.
urn:cite:hmt:chsimg.VA121RN-0122	This image was derived from an original �2007, Biblioteca Nazionale Marciana, Venezie, Italia. The derivative image is �2010, Center for Hellenic Studies. Original and derivative are licensed under the Creative Commons Attribution-Noncommercial-Share Alike 3.0 License. The CHS/Marciana Imaging Project was directed by David Jacobs of the British Library.	Venetus A: Marcianus Graecus Z. 454 (= 822).  Photograph in natural light, folio 121, recto.
